title,price,old_price,url,description,brand,price_num,old_price_num,doc_text,len_text
NIKE AIR FORCE 1 LOW X SUPREME BLACK,от 38 690 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_air_force_1_low_x_supreme_black/,Supreme x Air Force 1 Low были выпущены в марте 2020 года как часть весенне-летней коллекции Supreme. Основа пары из натуральной кожи черного цвета. Контрастный логотип Supreme Red Box на боковой пятке. Специальная стелька и дополнительный набор шнурков подчеркивают фирменный стиль. Подошва с амортизацией в тон модели завершает дизайн.,"NIKE, INC.",38690.0,,NIKE AIR FORCE 1 LOW X SUPREME BLACK Supreme x Air Force 1 Low были выпущены в марте 2020 года как часть весенне-летней коллекции Supreme. Основа пары из натуральной кожи черного цвета. Контрастный логотип Supreme Red Box на боковой пятке. Специальная стелька и дополнительный набор шнурков подчеркивают фирменный стиль. Подошва с амортизацией в тон модели завершает дизайн.,374
UGG TAZZ SLIPPER CHESTNUT (W),14 990,от 24 990 ₽,https://nikitaefremov.ru/catalog/shoes/ugg_tazz_slipper_chestnut_w/,"Представляем вам UGG Tazz Slipper Chestnut (W) — воплощение комфорта и стиля. Эти тапочки созданы для тех, кто ценит качество и уют в каждой детали. Выполненные из премиальной замши в элегантном каштановом оттенке, они станут идеальным дополнением вашего домашнего гардероба. Внутри — мягкая овчина, обеспечивающая тепло и комфорт в любое время года. Прочная резиновая подошва гарантирует долговечность и надежность. Подарите себе ощущение роскоши с UGG Tazz Slipper — ваш идеальный спутник для домашних уютных вечеров.",UGG,14990.0,24990.0,"UGG TAZZ SLIPPER CHESTNUT (W) Представляем вам UGG Tazz Slipper Chestnut (W) — воплощение комфорта и стиля. Эти тапочки созданы для тех, кто ценит качество и уют в каждой детали. Выполненные из премиальной замши в элегантном каштановом оттенке, они станут идеальным дополнением вашего домашнего гардероба. Внутри — мягкая овчина, обеспечивающая тепло и комфорт в любое время года. Прочная резиновая подошва гарантирует долговечность и надежность. Подарите себе ощущение роскоши с UGG Tazz Slipper — ваш идеальный спутник для домашних уютных вечеров.",549
YEEZY 350 CLOUD WHITE,19 990,от 54 490 ₽,https://nikitaefremov.ru/catalog/shoes/yeezy_350_cloud_white/,Yeezy 350 Cloud White — легендарная модель Yeezy Boost 350 от Канье Уэста в новой расцветке. Основа кроссовок изготовлена по инновационной технологии Primeknit в светлом бело-серо-голубом оттенке. Полупрозрачная полоса сбоку и шнурки в тон пары. Подошва с использованием амортизирующей технологии Boost завершает дизайн. Релиз состоялся в сентябре 2019 года.,YEEZY,19990.0,54490.0,YEEZY 350 CLOUD WHITE Yeezy 350 Cloud White — легендарная модель Yeezy Boost 350 от Канье Уэста в новой расцветке. Основа кроссовок изготовлена по инновационной технологии Primeknit в светлом бело-серо-голубом оттенке. Полупрозрачная полоса сбоку и шнурки в тон пары. Подошва с использованием амортизирующей технологии Boost завершает дизайн. Релиз состоялся в сентябре 2019 года.,380
NIKE SB DUNK LOW CITY OF LOVE LIGHT BONE,от 29 090 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_sb_dunk_low_city_of_love_light_bone/,"Nike SB Dunk Low City of Love Light Bone - это романтическая модель ко Дню Святого Валентина 2024 года, посвящённая восточноазиатской концепции ""Красной нити судьбы"", связывающей предназначенных друг другу влюблённых. В отличие от типичных валентинок в розовых тонах, эти кроссовки выдержаны в спокойном кремовом цвете ""слоновая кость"" с оттенками бежевого. Верхняя часть состоит из прочного, но мягкого замшевого материала. Фирменный язычок Dunk SB декорирован вышивкой в виде красной нити. На пяточном клапане размещена надпись ""City of Love"" - ""Город Любви"". Эта романтическая модель Dunk SB станет отличным подарком любимому человеку в День Святого Валентина и напоминанием о том, что вас связывает невидимая нить судьбы.","NIKE, INC.",29090.0,,"NIKE SB DUNK LOW CITY OF LOVE LIGHT BONE Nike SB Dunk Low City of Love Light Bone - это романтическая модель ко Дню Святого Валентина 2024 года, посвящённая восточноазиатской концепции ""Красной нити судьбы"", связывающей предназначенных друг другу влюблённых. В отличие от типичных валентинок в розовых тонах, эти кроссовки выдержаны в спокойном кремовом цвете ""слоновая кость"" с оттенками бежевого. Верхняя часть состоит из прочного, но мягкого замшевого материала. Фирменный язычок Dunk SB декорирован вышивкой в виде красной нити. На пяточном клапане размещена надпись ""City of Love"" - ""Город Любви"". Эта романтическая модель Dunk SB станет отличным подарком любимому человеку в День Святого Валентина и напоминанием о том, что вас связывает невидимая нить судьбы.",766
ADIDAS CAMPUS 00S CORE BLACK,от 16 390 ₽,,https://nikitaefremov.ru/catalog/shoes/adidas_campus_00s_core_black/,"Adidas Campus 00s Core Black - это модель кроссовок, выпущенная в рамках спортивной коллекции бренда adidas. Верхняя часть выполнена в сочетании черного и белого цветов. Средняя часть подошвы белая, а низ - коричневый. Для изготовления этой модели использованы замша, резина и натуральная кожа, что придает особую текстуру. Характерные элементы модели - логотип adidas на язычке и пяточной части, а также надпись campus на боковой стороне кроссовок. Эта ретро-модель в универсальном черно-белом цветовом решении отлично дополнит как повседневные, так и спортивные луки. Качественные материалы и винтажный дизайн в стиле old school - отличительные черты этой культовой модели от adidas.",ADIDAS,16390.0,,"ADIDAS CAMPUS 00S CORE BLACK Adidas Campus 00s Core Black - это модель кроссовок, выпущенная в рамках спортивной коллекции бренда adidas. Верхняя часть выполнена в сочетании черного и белого цветов. Средняя часть подошвы белая, а низ - коричневый. Для изготовления этой модели использованы замша, резина и натуральная кожа, что придает особую текстуру. Характерные элементы модели - логотип adidas на язычке и пяточной части, а также надпись campus на боковой стороне кроссовок. Эта ретро-модель в универсальном черно-белом цветовом решении отлично дополнит как повседневные, так и спортивные луки. Качественные материалы и винтажный дизайн в стиле old school - отличительные черты этой культовой модели от adidas.",714
NIKE DUNK LOW MEDIUM OLIVE (W),от 21 890 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_dunk_low_medium_olive_w/,"Nike Dunk Low Medium Olive (W) – это стильные кроссовки,которые привнесут в ваш повседневный гардероб свежие нотки и отличное настроение.Средний оливковый оттенок придаёт этой модели современный и в то же время универсальный вид, который легко комбинируется с любыми нарядами.Верх из качественного кожзаменителя и текстиля обеспечивает отличную вентилируемость и комфорт, а амортизирующая подошва сделает каждый шаг легким и ненавязчивым.Резиновая подошва с характерным рисунком гарантирует превосходное сцепление на различных поверхностях, что делает эти кроссовки идеальными для повседневной активности.Nike Dunk – это не просто обувь, это стиль жизни. Эти кроссовки стали символом уличной моды и прекрасно подходят для любого сезона.Nike Dunk Low Medium Olive без труда впишется в ваш повседневный стиль, будь то встреча с друзьями, прогулка по городу или занятие спортом.","NIKE, INC.",21890.0,,"NIKE DUNK LOW MEDIUM OLIVE (W) Nike Dunk Low Medium Olive (W) – это стильные кроссовки,которые привнесут в ваш повседневный гардероб свежие нотки и отличное настроение.Средний оливковый оттенок придаёт этой модели современный и в то же время универсальный вид, который легко комбинируется с любыми нарядами.Верх из качественного кожзаменителя и текстиля обеспечивает отличную вентилируемость и комфорт, а амортизирующая подошва сделает каждый шаг легким и ненавязчивым.Резиновая подошва с характерным рисунком гарантирует превосходное сцепление на различных поверхностях, что делает эти кроссовки идеальными для повседневной активности.Nike Dunk – это не просто обувь, это стиль жизни. Эти кроссовки стали символом уличной моды и прекрасно подходят для любого сезона.Nike Dunk Low Medium Olive без труда впишется в ваш повседневный стиль, будь то встреча с друзьями, прогулка по городу или занятие спортом.",906
YEEZY FOAM RNNR ONYX,19 990,от 47 190 ₽,https://nikitaefremov.ru/catalog/shoes/yeezy_foam_rnnr_onyx/,Yeezy Foam RNNR Onyx — легендарная модель Yeezy Foam RNNR от Канье Уэста в новой расцветке. Основа выполнена из мягкой пены EVA в матовом темно-сером оттенке. Пара отличается своим футуристическим дизайном. Релиз состоялся в июне 2022 года.,YEEZY,19990.0,47190.0,YEEZY FOAM RNNR ONYX Yeezy Foam RNNR Onyx — легендарная модель Yeezy Foam RNNR от Канье Уэста в новой расцветке. Основа выполнена из мягкой пены EVA в матовом темно-сером оттенке. Пара отличается своим футуристическим дизайном. Релиз состоялся в июне 2022 года.,261
NIKE AIR JORDAN 1 MID SE CRAFT TAUPE HAZE,от 14 490 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_mid_se_craft_taupe_haze/,"Nike Air Jordan 1 Mid SE Craft Taupe Haze — это изысканная интерпретация классической спортивной модели, которая сочетает в себе как историческую значимость, так и современные детали. Верх выполнен из высеченной замши и текстиля, что придает обуви уникальную текстуру и привлекает внимание к роскошным оттенкам коричневого и бежевого, характерным для Taupe Haze.","NIKE, INC.",14490.0,,"NIKE AIR JORDAN 1 MID SE CRAFT TAUPE HAZE Nike Air Jordan 1 Mid SE Craft Taupe Haze — это изысканная интерпретация классической спортивной модели, которая сочетает в себе как историческую значимость, так и современные детали. Верх выполнен из высеченной замши и текстиля, что придает обуви уникальную текстуру и привлекает внимание к роскошным оттенкам коричневого и бежевого, характерным для Taupe Haze.",404
NIKE AIR JORDAN 1 LOW WOLF GREY (W),19 990,от 38 790 ₽,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_low_wolf_grey_w/,"Nike Air Jordan 1 Low Wolf Grey — легендарная модель Air Jordan 1 в женской размерной сетке. Кроссовки выполнены из высококачественной белой кожи с накладками в сером оттенке. Перфорированный носок, полупрозрачная голубая подошва, серый Swoosh на боковых панелях, брендинг Jordan на язычке, стельке и заднике. Релиз состоялся в июле 2021 года.","NIKE, INC.",19990.0,38790.0,"NIKE AIR JORDAN 1 LOW WOLF GREY (W) Nike Air Jordan 1 Low Wolf Grey — легендарная модель Air Jordan 1 в женской размерной сетке. Кроссовки выполнены из высококачественной белой кожи с накладками в сером оттенке. Перфорированный носок, полупрозрачная голубая подошва, серый Swoosh на боковых панелях, брендинг Jordan на язычке, стельке и заднике. Релиз состоялся в июле 2021 года.",379
LOUIS VUITTON NIKE AIR FORCE 1 LOW BY VIRGIL ABLOH WHITE ROYAL,699 990,от 799 990 ₽,https://nikitaefremov.ru/catalog/shoes/louis_vuitton_nike_air_force_1_low_by_virgil_abloh_white_royal/,"Louis Vuitton Nike Air Force 1 Low By Virgil Abloh White Royal — идеальное сочетание люксового стиля и уличной культуры. Созданные дизайнером Вирджилом Абло, эти кроссовки становятся настоящим произведением искусства, отражая высокие стандарты как Louis Vuitton, так и Nike. Модель выполнена в эффектном белом цвете с яркими королевскими акцентами, что придаёт ей изысканный и запоминающийся вид. Эта модель является частью эксклюзивного сотрудничества между Louis Vuitton и Nike, что делает её настоящей редкостью для коллекционеров. Натуральная кожа и высококачественные текстильные элементы обеспечивают долговечность и комфорт при носке.","NIKE, INC.",699990.0,799990.0,"LOUIS VUITTON NIKE AIR FORCE 1 LOW BY VIRGIL ABLOH WHITE ROYAL Louis Vuitton Nike Air Force 1 Low By Virgil Abloh White Royal — идеальное сочетание люксового стиля и уличной культуры. Созданные дизайнером Вирджилом Абло, эти кроссовки становятся настоящим произведением искусства, отражая высокие стандарты как Louis Vuitton, так и Nike. Модель выполнена в эффектном белом цвете с яркими королевскими акцентами, что придаёт ей изысканный и запоминающийся вид. Эта модель является частью эксклюзивного сотрудничества между Louis Vuitton и Nike, что делает её настоящей редкостью для коллекционеров. Натуральная кожа и высококачественные текстильные элементы обеспечивают долговечность и комфорт при носке.",704
ASICS ONITSUKA TIGER TOKUTEN BEIGE GREEN,от 23 990 ₽,,https://nikitaefremov.ru/catalog/shoes/asics_onitsuka_tiger_tokuten_beige_green/,"Представляем Asics Onitsuka Tiger Tokuten в стильном сочетании бежевого и зеленого цветов — идеальный выбор для тех, кто ценит комфорт и оригинальность. Эти кроссовки вдохновлены классическими моделями и дарят непревзойденное удобство благодаря качественным материалам и продуманной конструкции. Легкие и дышащие, они идеально подходят как для прогулок по городу, так и для активного отдыха. Станьте владельцем этой уникальной пары и подчеркните свой индивидуальный стиль с Asics Onitsuka Tiger Tokuten!",ASICS,23990.0,,"ASICS ONITSUKA TIGER TOKUTEN BEIGE GREEN Представляем Asics Onitsuka Tiger Tokuten в стильном сочетании бежевого и зеленого цветов — идеальный выбор для тех, кто ценит комфорт и оригинальность. Эти кроссовки вдохновлены классическими моделями и дарят непревзойденное удобство благодаря качественным материалам и продуманной конструкции. Легкие и дышащие, они идеально подходят как для прогулок по городу, так и для активного отдыха. Станьте владельцем этой уникальной пары и подчеркните свой индивидуальный стиль с Asics Onitsuka Tiger Tokuten!",544
YEEZY 350 BONE,от 34 090 ₽,,https://nikitaefremov.ru/catalog/shoes/yeezy_350_bone/,"Yeezy 350 Bone — легендарная модель Yeezy Boost 350 от Канье Уэста в новой расцветке. Основа кроссовок изготовлена по инновационной технологии Primeknit в белоснежном цвете. Полупрозрачная полоса сбоку, шнурки и петличка в тон пары. Подошва с использованием амортизирующей технологии Boost завершает дизайн. Релиз состоялся в марте 2022 года.",YEEZY,34090.0,,"YEEZY 350 BONE Yeezy 350 Bone — легендарная модель Yeezy Boost 350 от Канье Уэста в новой расцветке. Основа кроссовок изготовлена по инновационной технологии Primeknit в белоснежном цвете. Полупрозрачная полоса сбоку, шнурки и петличка в тон пары. Подошва с использованием амортизирующей технологии Boost завершает дизайн. Релиз состоялся в марте 2022 года.",357
NIKE AIR FORCE 1 HIGH BOOT SUMMIT WHITE,8 990,от 29 990 ₽,https://nikitaefremov.ru/catalog/shoes/nike_air_force_1_high_boot_summit_white/,"Представляем Nike Air Force 1 High Boot Summit White — идеальное сочетание легендарного стиля и современного комфорта. Этот обувной шедевр создан для тех, кто ценит качество и изысканный дизайн. Верх из прочной кожи в благородном белом оттенке придаёт образу утончённость, а высокая шнуровка обеспечивает идеальную фиксацию и поддержку. Специальная подошва гарантирует амортизацию и устойчивость на любых поверхностях. Эти ботинки станут незаменимым элементом вашего гардероба, добавляя элегантности и уверенности в каждом шаге. Выберите Nike Air Force 1 High Boot Summit White и подчеркните свой уникальный стиль!","NIKE, INC.",8990.0,29990.0,"NIKE AIR FORCE 1 HIGH BOOT SUMMIT WHITE Представляем Nike Air Force 1 High Boot Summit White — идеальное сочетание легендарного стиля и современного комфорта. Этот обувной шедевр создан для тех, кто ценит качество и изысканный дизайн. Верх из прочной кожи в благородном белом оттенке придаёт образу утончённость, а высокая шнуровка обеспечивает идеальную фиксацию и поддержку. Специальная подошва гарантирует амортизацию и устойчивость на любых поверхностях. Эти ботинки станут незаменимым элементом вашего гардероба, добавляя элегантности и уверенности в каждом шаге. Выберите Nike Air Force 1 High Boot Summit White и подчеркните свой уникальный стиль!",654
NIKE AIR JORDAN 1 RETRO HIGH OFF-WHITE CHICAGO,от 1 448 890 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_retro_high_off_white_chicago/,"Nike Air Jordan 1 Retro High Off-White Chicago — легендарная модель Air Jordan 1 High, выпущенная в коллаборации с Off-White. Основа кроссовок из белой, красной и черной кожи. Непривычно смещенный от центра Swoosh на боковых панелях, оригинальный дизайн шнуровки, эмблема «Wings» на лодыжке и надпись «AIR» сбоку внизу. Релиз состоялся в 2017 году.","NIKE, INC.",1448890.0,,"NIKE AIR JORDAN 1 RETRO HIGH OFF-WHITE CHICAGO Nike Air Jordan 1 Retro High Off-White Chicago — легендарная модель Air Jordan 1 High, выпущенная в коллаборации с Off-White. Основа кроссовок из белой, красной и черной кожи. Непривычно смещенный от центра Swoosh на боковых панелях, оригинальный дизайн шнуровки, эмблема «Wings» на лодыжке и надпись «AIR» сбоку внизу. Релиз состоялся в 2017 году.",395
NIKE AIR JORDAN 1 HIGH OG SPIDER-MAN ACROSS THE SPIDER-VERSE,от 57 590 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_high_og_spider_man_across_the_spider_verse/,"Nike Air Jordan 1 High OG ""Spider-Man: Across the Spider-Verse"" – уникальные кроссовки, созданные в честь одного из самых ярких персонажей комиксов и фильмов. Эта модель идеально сочетает в себе элементы классического дизайна Air Jordan и элементы, вдохновленные вселенной Человека-Паука, привнося в ваш образ атмосферу приключений и стиля.Эта модель оформлена в рамках коллаборации с популярным мультфильмом, что делает её желанным объектом для коллекционеров и поклонников вселенной Marvel.Премиальные материалы и продуманная конструкция обеспечивают отличную амортизацию и поддержку, позволяя носить кроссовки долго и с комфортом. Использование различных текстур и материалов делает их по-настоящему неповторимыми.Air Jordan 1 – это икона стиля, которая сохраняет свою популярность на протяжении десятилетий, сочетая в себе наследие баскетбольной культуры и современные тренды.","NIKE, INC.",57590.0,,"NIKE AIR JORDAN 1 HIGH OG SPIDER-MAN ACROSS THE SPIDER-VERSE Nike Air Jordan 1 High OG ""Spider-Man: Across the Spider-Verse"" – уникальные кроссовки, созданные в честь одного из самых ярких персонажей комиксов и фильмов. Эта модель идеально сочетает в себе элементы классического дизайна Air Jordan и элементы, вдохновленные вселенной Человека-Паука, привнося в ваш образ атмосферу приключений и стиля.Эта модель оформлена в рамках коллаборации с популярным мультфильмом, что делает её желанным объектом для коллекционеров и поклонников вселенной Marvel.Премиальные материалы и продуманная конструкция обеспечивают отличную амортизацию и поддержку, позволяя носить кроссовки долго и с комфортом. Использование различных текстур и материалов делает их по-настоящему неповторимыми.Air Jordan 1 – это икона стиля, которая сохраняет свою популярность на протяжении десятилетий, сочетая в себе наследие баскетбольной культуры и современные тренды.",941
NIKE AIR FORCE 1 MID OFF-WHITE WHITE,14 990,от 36 590 ₽,https://nikitaefremov.ru/catalog/shoes/nike_air_force_1_mid_off_white_white/,"Nike Air Force 1 Mid Off-White White - это знаковая модель щедро сочетает в себе классические элементы обуви Nike и элементы дизайна, созданные Virgil Abloh, основателем Off-White. Выполненные в чистом белом цвете, эти кроссовки выполнены из высококачественных материалов, обеспечивая комфорт и долговечность во время носки. Уникальные элементы от Off-White, включая характерные вставки и текстовые детали, делают эти кроссовки эксклюзивными. Средняя высота кроссовок обеспечивает отличную поддержку лодыжки, а амортизирующая подошва позволяет чувствовать себя комфортно в течение всего дня. Подходят как для повседневной носки, так и для особых случаев. Эти кроссовки легко комбинировать с различной одеждой.
Идеальны как для поклонников бренда, так и для тех, кто ценит стиль и качество. Не упустите шанс добавить эту легендарную модель в вашу коллекцию.","NIKE, INC.",14990.0,36590.0,"NIKE AIR FORCE 1 MID OFF-WHITE WHITE Nike Air Force 1 Mid Off-White White - это знаковая модель щедро сочетает в себе классические элементы обуви Nike и элементы дизайна, созданные Virgil Abloh, основателем Off-White. Выполненные в чистом белом цвете, эти кроссовки выполнены из высококачественных материалов, обеспечивая комфорт и долговечность во время носки. Уникальные элементы от Off-White, включая характерные вставки и текстовые детали, делают эти кроссовки эксклюзивными. Средняя высота кроссовок обеспечивает отличную поддержку лодыжки, а амортизирующая подошва позволяет чувствовать себя комфортно в течение всего дня. Подходят как для повседневной носки, так и для особых случаев. Эти кроссовки легко комбинировать с различной одеждой.
Идеальны как для поклонников бренда, так и для тех, кто ценит стиль и качество. Не упустите шанс добавить эту легендарную модель в вашу коллекцию.",893
NEW BALANCE 1906D PROTECTION PACK BLACK,12 990,от 36 590 ₽,https://nikitaefremov.ru/catalog/shoes/new_balance_1906d_protection_pack_black/,"New Balance 1906D Protection Pack Black — это идеальное сочетание стиля, комфорта и инновационных технологий. Эти кроссовки станут отличным дополнением к вашему гардеробу, предоставляя надежную поддержку и защиту, необходимую для активного образа жизни.  Модель выполнена в строгом черном цвете, который легко сочетается с любым нарядом — от спортивного до повседневного. Обеспечивает превосходную амортизацию, позволяя вашим ногам чувствовать себя комфортно на протяжении всего дня. Водонепроницаемые материалы защищают ваши ноги от влаги и неблагоприятных погодных условий. Резиновая подошва с улучшенным протектором обеспечивает отличное сцепление с различными поверхностями, что делает модель идеальной для активного отдыха.",NEW BALANCE,12990.0,36590.0,"NEW BALANCE 1906D PROTECTION PACK BLACK New Balance 1906D Protection Pack Black — это идеальное сочетание стиля, комфорта и инновационных технологий. Эти кроссовки станут отличным дополнением к вашему гардеробу, предоставляя надежную поддержку и защиту, необходимую для активного образа жизни.  Модель выполнена в строгом черном цвете, который легко сочетается с любым нарядом — от спортивного до повседневного. Обеспечивает превосходную амортизацию, позволяя вашим ногам чувствовать себя комфортно на протяжении всего дня. Водонепроницаемые материалы защищают ваши ноги от влаги и неблагоприятных погодных условий. Резиновая подошва с улучшенным протектором обеспечивает отличное сцепление с различными поверхностями, что делает модель идеальной для активного отдыха.",768
ADIDAS GAZELLE GUCCI ORIGINAL GG BEIGE BROWN,от 115 490 ₽,,https://nikitaefremov.ru/catalog/shoes/adidas_gazelle_gucci_original_gg_beige_brown/,"Adidas Gazelle Gucci Original GG Beige Brown – уникальную сочетание классической спортивной модели и высокой моды. Эта пара кроссовок создана для тех, кто ценит стиль, комфорт и качество в каждой детали. Используя элементы знакового дизайна Gucci, Gazelle привносит в ваш гардероб нотки элегантности и эксклюзивности.Кроссовки выполнены в изысканной цветовой гамме бежевого и коричневого, дополненной логотипом Gucci, что делает их отличным выбором для стильных аутфитов.Adidas Gazelle известны своей мягкой амортизацией и поддержкой, обеспечивая комфорт на протяжении всего дня, будь то прогулка по городу или встречи с друзьями. Изготовленные из высококачественных материалов, эти кроссовки обещают долгий срок службы и сохранение первоначального вида даже после многократного носки.Эта модель была выпущена в рамках эксклюзивной коллаборации, что делает её настоящей находкой для коллекционеров и ценителей моды.",ADIDAS,115490.0,,"ADIDAS GAZELLE GUCCI ORIGINAL GG BEIGE BROWN Adidas Gazelle Gucci Original GG Beige Brown – уникальную сочетание классической спортивной модели и высокой моды. Эта пара кроссовок создана для тех, кто ценит стиль, комфорт и качество в каждой детали. Используя элементы знакового дизайна Gucci, Gazelle привносит в ваш гардероб нотки элегантности и эксклюзивности.Кроссовки выполнены в изысканной цветовой гамме бежевого и коричневого, дополненной логотипом Gucci, что делает их отличным выбором для стильных аутфитов.Adidas Gazelle известны своей мягкой амортизацией и поддержкой, обеспечивая комфорт на протяжении всего дня, будь то прогулка по городу или встречи с друзьями. Изготовленные из высококачественных материалов, эти кроссовки обещают долгий срок службы и сохранение первоначального вида даже после многократного носки.Эта модель была выпущена в рамках эксклюзивной коллаборации, что делает её настоящей находкой для коллекционеров и ценителей моды.",960
STONE ISLAND X NEW BALANCE 574 LEGACY 'STEEL BLUE',от 96 590 ₽,,https://nikitaefremov.ru/catalog/shoes/stone_island_x_new_balance_574_legacy_steel_blue/,"Stone Island x New Balance 574 Legacy 'Steel Blue' - это плод успешного вторжения культового итальянского бренда в мир обувной индустрии. Соединив силы с New Balance, они переосмыслили классический силуэт 574, черпая вдохновение в военной эстетике. Верх кроссовок выполнен из премиального нубука и сетчатого материала в различных оттенках серого и зеленого, отсылающих к армейской палитре. Контрастная двухцветная промежуточная подошва из серого и белого компаундов придает модели своеобразную брутальность. Завершающим штрихом выступает фирменный логотип Stone Island на языке, который вкупе с культовым дизайном позволяет считать эту модель одним из главных кроссовочных релизов года.

Объединив ДНК двух легендарных брендов, Stone Island x New Balance 574 Legacy 'Steel Blue' предлагает поклонникам вневременную классику в духе современности.",NEW BALANCE,96590.0,,"STONE ISLAND X NEW BALANCE 574 LEGACY 'STEEL BLUE' Stone Island x New Balance 574 Legacy 'Steel Blue' - это плод успешного вторжения культового итальянского бренда в мир обувной индустрии. Соединив силы с New Balance, они переосмыслили классический силуэт 574, черпая вдохновение в военной эстетике. Верх кроссовок выполнен из премиального нубука и сетчатого материала в различных оттенках серого и зеленого, отсылающих к армейской палитре. Контрастная двухцветная промежуточная подошва из серого и белого компаундов придает модели своеобразную брутальность. Завершающим штрихом выступает фирменный логотип Stone Island на языке, который вкупе с культовым дизайном позволяет считать эту модель одним из главных кроссовочных релизов года.

Объединив ДНК двух легендарных брендов, Stone Island x New Balance 574 Legacy 'Steel Blue' предлагает поклонникам вневременную классику в духе современности.",896
NIKE SB DUNK LOW GRATEFUL DEAD BEARS GREEN,от 161 590 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_sb_dunk_low_grateful_dead_bears_green/,"Nike SB Dunk Low Grateful Dead Bears Green — легендарная модель Nike Dunk Low в новом дизайне, вдохновленном рок-группой Grateful Dead Bears. Основа кроссовок в неоново-зеленом цвете из различнх материалов. Пушистые вставки, замшевые накладки, голубой Swoosh на боковых панелях, язычок со специальным замочком. Подошва с амортизацией в тон пары завершает дизайн. Релиз состоялся в июле 2020 года.","NIKE, INC.",161590.0,,"NIKE SB DUNK LOW GRATEFUL DEAD BEARS GREEN Nike SB Dunk Low Grateful Dead Bears Green — легендарная модель Nike Dunk Low в новом дизайне, вдохновленном рок-группой Grateful Dead Bears. Основа кроссовок в неоново-зеленом цвете из различнх материалов. Пушистые вставки, замшевые накладки, голубой Swoosh на боковых панелях, язычок со специальным замочком. Подошва с амортизацией в тон пары завершает дизайн. Релиз состоялся в июле 2020 года.",439
NIKE DUNK LOW NEXT NATURE BAROQUE BROWN,22 990,от 34 590 ₽,https://nikitaefremov.ru/catalog/shoes/nike_dunk_low_next_nature_baroque_brown/,"Представляем Nike Dunk Low Next Nature Baroque Brown — воплощение стиля и экологичности. Эти кроссовки сочетают в себе классический дизайн и современные технологии. Выполненные из переработанных материалов, они демонстрируют вашу заботу о планете. Глубокий барочный коричневый оттенок придаёт образу элегантность и универсальность, подходя как для повседневных, так и для особых случаев. Удобная амортизация и отличная поддержка стопы обеспечивают комфорт на весь день. Выбирайте Nike Dunk Low Next Nature и шагайте в будущее с уверенностью и стилем!","NIKE, INC.",22990.0,34590.0,"NIKE DUNK LOW NEXT NATURE BAROQUE BROWN Представляем Nike Dunk Low Next Nature Baroque Brown — воплощение стиля и экологичности. Эти кроссовки сочетают в себе классический дизайн и современные технологии. Выполненные из переработанных материалов, они демонстрируют вашу заботу о планете. Глубокий барочный коричневый оттенок придаёт образу элегантность и универсальность, подходя как для повседневных, так и для особых случаев. Удобная амортизация и отличная поддержка стопы обеспечивают комфорт на весь день. Выбирайте Nike Dunk Low Next Nature и шагайте в будущее с уверенностью и стилем!",590
